Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785021561,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785021562,10,,Aggregated,0.000000,0.000000,490,490,530,530,610,610,610,610,610,610,610,6,0,440.0,440.1849499990931,142.64799999364186,607.9297000032966,261.1666666666667
1785021563,20,,Aggregated,0.000000,0.000000,530,620,850,850,1400,1800,1800,1800,1800,1800,1800,19,0,530.0,669.7117631575613,142.64799999364186,1818.7648999955854,261.7368421052632
1785021564,30,,Aggregated,4.000000,0.000000,780,880,920,1000,1800,1900,2300,2300,2300,2300,2300,30,0,660.0,824.3505599995842,142.64799999364186,2280.685400000948,261.73333333333335
1785021565,40,,Aggregated,4.000000,0.000000,780,880,930,950,1800,2300,2400,2400,2400,2400,2400,36,0,780.0,861.4811833330249,142.64799999364186,2416.6230999981053,261.72222222222223
1785021566,50,,Aggregated,8.000000,0.000000,890,1100,1100,1100,1900,2400,3700,3700,3700,3700,3700,50,0,890.0,1010.6184659995779,142.64799999364186,3746.9592000052216,261.74
1785021567,50,,Aggregated,8.000000,0.000000,950,1100,1100,1100,1900,3100,3700,4500,4500,4500,4500,58,0,930.0,1081.215382758242,142.64799999364186,4489.3602000011015,261.6551724137931
1785021568,50,,Aggregated,9.000000,0.000000,990,1100,1100,1100,1900,3100,4500,5200,5200,5200,5200,66,0,970.0,1144.9265227269225,142.64799999364186,5185.273999995843,261.3939393939394
1785021569,50,,Aggregated,8.600000,0.000000,1000,1100,1200,1400,1900,3700,5200,6100,6100,6100,6100,75,0,1000.0,1233.8190506664494,142.64799999364186,6127.182399999583,261.4
1785021570,50,,Aggregated,9.666667,0.000000,1100,1200,1400,1500,1900,3700,6100,7200,7200,7200,7200,84,0,1100.0,1340.023798809246,142.64799999364186,7157.254199999443,261.45238095238096
1785021571,50,,Aggregated,9.375000,0.000000,1100,1400,1600,1900,2300,4500,7200,7800,7800,7800,7800,94,0,1100.0,1490.240652127389,142.64799999364186,7800.070999997843,261.7659574468085
1785021572,50,,Aggregated,9.333333,0.000000,1100,1500,2100,2200,2300,4500,7200,7800,8600,8600,8600,104,0,1100.0,1620.8169307690416,142.64799999364186,8638.771500001894,262.0
1785021573,50,,Aggregated,8.400000,0.000000,1200,1900,2200,2300,2300,5200,7800,8600,10000,10000,10000,115,0,1200.0,1743.0532321738176,142.64799999364186,10020.956000000297,262.1391304347826
1785021574,50,,Aggregated,8.400000,0.000000,1200,1900,2200,2300,2300,5200,7800,8600,10000,10000,10000,115,0,1200.0,1743.0532321738176,142.64799999364186,10020.956000000297,262.1391304347826
1785021575,50,,Aggregated,9.000000,0.000000,1400,2100,2200,2300,2400,5200,8600,10000,11000,11000,11000,126,0,1400.0,1857.6042777776677,142.64799999364186,11164.257100004761,262.05555555555554
1785021576,50,,Aggregated,9.000000,0.000000,1600,2100,2200,2300,2400,6100,10000,11000,12000,12000,12000,138,0,1500.0,1951.2019855070137,142.64799999364186,12418.904499994824,262.1304347826087
1785021577,50,,Aggregated,9.000000,0.000000,1900,2200,2300,2300,2400,6100,11000,12000,14000,14000,14000,150,0,1800.0,2056.4577213331845,142.64799999364186,13804.88549999427,262.02666666666664
1785021578,50,,Aggregated,9.000000,0.000000,1900,2200,2300,2300,2400,6100,11000,12000,14000,14000,14000,150,0,1800.0,2056.4577213331845,142.64799999364186,13804.88549999427,262.02666666666664
1785021579,50,,Aggregated,9.500000,0.000000,2000,2200,2300,2400,2700,6100,11000,14000,15000,15000,15000,163,0,2000.0,2177.087196318868,142.64799999364186,15277.36339999683,262.18404907975463
1785021580,50,,Aggregated,8.400000,0.000000,2100,2300,2400,2500,2900,7200,12000,15000,17000,17000,17000,176,0,2100.0,2302.9595096589796,142.64799999364186,16838.35530000215,262.09659090909093
1785021581,50,,Aggregated,8.400000,0.000000,2100,2300,2400,2500,2900,7200,12000,15000,17000,17000,17000,176,0,2100.0,2302.9595096589796,142.64799999364186,16838.35530000215,262.09659090909093
1785021582,50,,Aggregated,7.900000,0.000000,2100,2300,2600,2700,3300,7200,14000,17000,19000,19000,19000,190,0,2100.0,2452.446539999916,142.64799999364186,18688.58320000436,262.2894736842105
1785021583,50,,Aggregated,7.900000,0.000000,2100,2300,2600,2700,3300,7200,14000,17000,19000,19000,19000,190,0,2100.0,2452.446539999916,142.64799999364186,18688.58320000436,262.2894736842105
1785021584,50,,Aggregated,9.200000,0.000000,2200,2400,2800,3000,3300,7200,14000,17000,20000,20000,20000,204,0,2200.0,2582.325174509713,142.64799999364186,20228.3513999937,262.421568627451
1785021585,50,,Aggregated,8.600000,0.000000,2200,2600,2800,3000,3300,7800,15000,19000,22000,22000,22000,219,0,2200.0,2686.7743091323264,142.64799999364186,21768.713100005698,262.2739726027397
1785021586,50,,Aggregated,8.600000,0.000000,2200,2600,2800,3000,3300,7800,15000,19000,22000,22000,22000,219,0,2200.0,2686.7743091323264,142.64799999364186,21768.713100005698,262.2739726027397
1785021587,50,,Aggregated,8.900000,0.000000,2300,2700,2900,3000,3300,7800,17000,20000,23000,23000,23000,234,0,2300.0,2785.544773931645,142.64799999364186,23269.288200004667,262.4017094017094
1785021588,50,,Aggregated,8.100000,0.000000,2300,2800,2900,3000,3300,7800,19000,22000,24000,24000,24000,250,0,2300.0,2879.2204952000175,142.64799999364186,24185.963099997025,262.444
1785021589,50,,Aggregated,8.100000,0.000000,2300,2800,2900,3000,3300,7800,19000,22000,24000,24000,24000,250,0,2300.0,2879.2204952000175,142.64799999364186,24185.963099997025,262.444
1785021590,50,,Aggregated,8.400000,0.000000,2400,2800,3000,3100,3300,7800,19000,23000,26000,26000,26000,266,0,2400.0,2985.5927214285703,142.64799999364186,26016.690700002073,262.4398496240602
1785021591,50,,Aggregated,8.400000,0.000000,2400,2800,3000,3100,3300,7800,19000,23000,26000,26000,26000,266,0,2400.0,2985.5927214285703,142.64799999364186,26016.690700002073,262.4398496240602
1785021592,50,,Aggregated,8.700000,0.000000,2500,2900,3100,3200,3500,7800,20000,24000,28000,28000,28000,283,0,2500.0,3100.5007869257993,142.64799999364186,27925.984900000913,262.46996466431096
1785021593,50,,Aggregated,8.700000,0.000000,2500,2900,3100,3200,3500,7800,20000,24000,28000,28000,28000,283,0,2500.0,3100.5007869257993,142.64799999364186,27925.984900000913,262.46996466431096
1785021594,50,,Aggregated,9.000000,0.000000,2700,3000,3200,3300,3500,8600,22000,26000,30000,30000,30000,300,0,2700.0,3205.9259826666917,142.64799999364186,29733.335600001737,262.52666666666664
1785021595,50,,Aggregated,9.000000,0.000000,2700,3000,3200,3300,3500,8600,22000,26000,30000,30000,30000,300,0,2700.0,3205.9259826666917,142.64799999364186,29733.335600001737,262.52666666666664
1785021596,50,,Aggregated,7.900000,0.000000,2800,3000,3300,3400,3600,8600,22000,26000,32000,32000,32000,318,0,2700.0,3317.0926125786773,142.64799999364186,31801.449499995215,262.47169811320754
1785021597,50,,Aggregated,7.900000,0.000000,2800,3000,3300,3400,3600,8600,22000,26000,32000,32000,32000,318,0,2700.0,3317.0926125786773,142.64799999364186,31801.449499995215,262.47169811320754
1785021598,50,,Aggregated,7.900000,0.000000,2800,3000,3300,3400,3600,8600,22000,26000,32000,32000,32000,318,0,2700.0,3317.0926125786773,142.64799999364186,31801.449499995215,262.47169811320754
1785021599,50,,Aggregated,8.100000,0.000000,2800,3200,3400,3500,4300,8600,23000,28000,34000,34000,34000,336,0,2800.0,3464.91896696441,142.64799999364186,34459.093600002234,262.4434523809524
1785021600,50,,Aggregated,8.100000,0.000000,2800,3200,3400,3500,4300,8600,23000,28000,34000,34000,34000,336,0,2800.0,3464.91896696441,142.64799999364186,34459.093600002234,262.4434523809524
1785021601,50,,Aggregated,8.600000,0.000000,2900,3300,3500,3600,4600,8600,23000,30000,37000,37000,37000,355,0,2900.0,3618.3569636620764,142.64799999364186,36795.13909999514,262.456338028169
1785021602,50,,Aggregated,8.600000,0.000000,2900,3300,3500,3600,4600,8600,23000,30000,37000,37000,37000,355,0,2900.0,3618.3569636620764,142.64799999364186,36795.13909999514,262.456338028169
1785021603,50,,Aggregated,7.000000,0.000000,2900,3300,3500,4100,4600,8600,24000,32000,39000,39000,39000,374,0,2900.0,3739.9934943851413,142.64799999364186,38876.92059999972,262.49732620320856
1785021604,50,,Aggregated,7.000000,0.000000,2900,3300,3500,4100,4600,8600,24000,32000,39000,39000,39000,374,0,2900.0,3739.9934943851413,142.64799999364186,38876.92059999972,262.49732620320856
1785021605,50,,Aggregated,7.200000,0.000000,3000,3400,3800,4000,4500,8600,26000,34000,41000,41000,41000,394,0,3000.0,3842.007189340215,142.64799999364186,40865.28829999588,262.3959390862944
1785021606,50,,Aggregated,7.200000,0.000000,3000,3400,3800,4000,4500,8600,26000,34000,41000,41000,41000,394,0,3000.0,3842.007189340215,142.64799999364186,40865.28829999588,262.3959390862944
1785021607,50,,Aggregated,7.400000,0.000000,3000,3500,3900,4000,4500,8600,26000,34000,43000,43000,43000,414,0,3000.0,3939.280743961486,142.64799999364186,42927.225900006306,262.30917874396135
1785021608,50,,Aggregated,7.400000,0.000000,3000,3500,3900,4000,4500,8600,26000,34000,43000,43000,43000,414,0,3000.0,3939.280743961486,142.64799999364186,42927.225900006306,262.30917874396135
1785021609,50,,Aggregated,7.400000,0.000000,3000,3500,3900,4000,4500,8600,26000,34000,43000,43000,43000,414,0,3000.0,3939.280743961486,142.64799999364186,42927.225900006306,262.30917874396135
1785021610,50,,Aggregated,7.600000,0.000000,3100,3600,4000,4100,4500,8600,28000,37000,45000,45000,45000,435,0,3100.0,4043.6446777012998,142.64799999364186,44526.517599995714,262.216091954023
1785021611,50,,Aggregated,7.600000,0.000000,3100,3600,4000,4100,4500,8600,28000,37000,45000,45000,45000,435,0,3100.0,4043.6446777012998,142.64799999364186,44526.517599995714,262.216091954023
1785021612,50,,Aggregated,9.900000,0.000000,3200,3800,4100,4300,4600,8600,28000,39000,47000,47000,47000,456,0,3200.0,4159.67424100895,142.64799999364186,47009.58089999767,262.29605263157896
1785021613,50,,Aggregated,9.900000,0.000000,3200,3800,4100,4300,4600,8600,28000,39000,47000,47000,47000,456,0,3200.0,4159.67424100895,142.64799999364186,47009.58089999767,262.29605263157896
1785021614,50,,Aggregated,8.000000,0.000000,3300,3900,4200,4400,4600,8600,30000,41000,49000,49000,49000,478,0,3300.0,4271.360037238679,142.64799999364186,49361.476699996274,262.38912133891216
1785021615,50,,Aggregated,8.000000,0.000000,3300,3900,4200,4400,4600,8600,30000,41000,49000,49000,49000,478,0,3300.0,4271.360037238679,142.64799999364186,49361.476699996274,262.38912133891216
1785021616,50,,Aggregated,8.000000,0.000000,3300,3900,4200,4400,4600,8600,30000,41000,49000,49000,49000,478,0,3300.0,4271.360037238679,142.64799999364186,49361.476699996274,262.38912133891216
1785021617,50,,Aggregated,10.400000,0.000000,3300,4000,4300,4400,4600,8600,32000,43000,52000,52000,52000,500,0,3300.0,4366.319254600151,142.64799999364186,51618.24540000089,262.342
1785021618,50,,Aggregated,10.400000,0.000000,3300,4000,4300,4400,4600,8600,32000,43000,52000,52000,52000,500,0,3300.0,4366.319254600151,142.64799999364186,51618.24540000089,262.342
1785021619,50,,Aggregated,8.400000,0.000000,3400,4100,4300,4500,4700,7800,32000,43000,54000,54000,54000,523,0,3400.0,4478.403839005842,142.64799999364186,54424.18889999681,262.41491395793497
1785021620,50,,Aggregated,8.400000,0.000000,3400,4100,4300,4500,4700,7800,32000,43000,54000,54000,54000,523,0,3400.0,4478.403839005842,142.64799999364186,54424.18889999681,262.41491395793497
1785021621,50,,Aggregated,8.400000,0.000000,3400,4100,4300,4500,4700,7800,32000,43000,54000,54000,54000,523,0,3400.0,4478.403839005842,142.64799999364186,54424.18889999681,262.41491395793497
1785021622,50,,Aggregated,8.800000,0.000000,3500,4200,4400,4600,4900,7800,34000,45000,57000,57000,57000,546,0,3500.0,4605.726578571566,142.64799999364186,57155.46119999635,262.45787545787545
1785021623,50,,Aggregated,8.800000,0.000000,3500,4200,4400,4600,4900,7800,34000,45000,57000,57000,57000,546,0,3500.0,4605.726578571566,142.64799999364186,57155.46119999635,262.45787545787545
1785021624,50,,Aggregated,8.800000,0.000000,3500,4200,4400,4600,4900,7800,34000,45000,57000,57000,57000,546,0,3500.0,4605.726578571566,142.64799999364186,57155.46119999635,262.45787545787545
1785021625,50,,Aggregated,9.000000,0.000000,3600,4300,4500,4700,5100,11000,41000,54000,60000,60000,60000,573,3,3600.0,5003.143264048983,142.64799999364186,60025.64490000077,262.0523560209424
1785021627,50,,Aggregated,9.000000,0.000000,3600,4300,4500,4700,5100,11000,41000,54000,60000,60000,60000,573,3,3600.0,5003.143264048983,142.64799999364186,60025.64490000077,262.0523560209424
1785021628,50,,Aggregated,6.800000,0.000000,3800,4300,4600,4700,5000,10000,41000,54000,60000,60000,60000,596,3,3800.0,4991.762118792074,142.64799999364186,60025.64490000077,262.08557046979865
1785021629,50,,Aggregated,6.800000,0.000000,3800,4300,4600,4700,5000,10000,41000,54000,60000,60000,60000,596,3,3800.0,4991.762118792074,142.64799999364186,60025.64490000077,262.08557046979865
1785021630,50,,Aggregated,6.800000,0.000000,3800,4300,4600,4700,5000,10000,41000,54000,60000,60000,60000,596,3,3800.0,4991.762118792074,142.64799999364186,60025.64490000077,262.08557046979865
1785021631,50,,Aggregated,9.600000,0.300000,3900,4400,4700,4700,5200,8600,39000,52000,60000,60000,60000,620,3,3900.0,4998.674004677539,142.64799999364186,60025.64490000077,262.0822580645161
