Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,1042,3,4800.0,5161.202576391657,142.64799999364186,60025.64490000077,262.42130518234165,8.913255385108863,0.025661963680735693,4800,5200,5300,5400,5600,6200,23000,43000,60000,60000,60000
,Aggregated,1042,3,4800.0,5161.202576391657,142.64799999364186,60025.64490000077,262.42130518234165,8.913255385108863,0.025661963680735693,4800,5200,5300,5400,5600,6200,23000,43000,60000,60000,60000
